glucose,eda,hr,temp
119.0,0.20402725,53.38,33.99
125.0,0.13932775,56.47,33.61
127.0,0.2232449999999999,59.57,33.43
100.0,9.58977475,115.85,29.67
105.0,4.570791,92.07,32.71
108.0,1.85225525,96.88,33.31
147.0,0.5941615,85.08,30.81
122.0,0.41408725,81.82,32.91
120.0,0.4057595,76.62,33.47
118.0,0.3855807499999999,82.78,33.91
172.0,0.39940675,64.93,31.83
167.0,0.25297925,75.73,31.21
160.0,0.3048667499999999,72.6,31.27
158.0,0.3263264999999999,70.28,31.31
157.0,0.34842675,66.12,31.23
156.0,0.3686055,65.25,31.05
155.0,0.3903855,69.92,30.85
153.0,0.41312625,66.05,30.75
149.0,0.4835907499999999,64.0,30.89
147.0,0.52042475,63.1,31.27
145.0,0.54797,66.57,31.59
142.0,0.4634125,66.32,32.09
140.0,0.4425932499999999,62.78,31.97
118.0,0.4477182499999999,70.9,32.25
151.0,0.4454755,67.43,32.55
133.0,0.288265,73.45,32.87
131.0,0.3078025,71.75,33.27
123.0,0.1533675,62.27,32.65
119.0,0.13767325,67.78,32.66
122.0,0.05952125,64.4,30.73
122.0,0.2427829999999999,58.95,32.11
122.0,0.2616802499999999,58.47,33.15
124.0,0.3247784999999999,54.58,34.57
124.0,0.343355,55.2,34.81
124.0,0.3606515,51.97,34.71
124.0,0.3741037499999999,53.47,34.57
124.0,0.3978055,53.1,34.89
124.0,0.40837475,52.6,34.89
124.0,0.4176637499999999,53.68,35.0
123.0,0.42374875,52.92,34.97
123.0,0.397165,51.67,34.93
123.0,0.3926805,50.65,34.84
123.0,0.1943654999999999,53.18,34.57
123.0,0.2382454999999999,52.12,34.55
124.0,0.2853285,56.72,34.47
125.0,0.1469615,50.5,34.83
126.0,0.16714025,49.35,34.91
126.0,0.2219105,49.58,34.84
126.0,0.2356829999999999,51.35,34.95
127.0,0.2385659999999999,51.15,34.95
127.0,0.2462529999999999,49.18,34.95
127.0,0.21518425,51.07,34.89
125.0,0.224473,51.8,35.29
124.0,0.2292769999999999,52.12,35.31
124.0,0.2286362499999999,51.48,35.34
124.0,0.42465675,52.05,35.41
124.0,0.66551775,52.32,35.47
124.0,0.72221,51.9,35.41
125.0,0.99516975,52.4,35.43
125.0,0.92822825,52.42,35.41
125.0,0.976913,51.87,35.41
125.0,0.5736625,49.98,35.34
125.0,0.4730209999999999,50.95,35.27
124.0,0.26130675,48.5,34.95
124.0,0.2295972499999999,49.47,34.75
125.0,0.2145435,49.58,34.66
125.0,0.15560925,50.45,34.65
126.0,0.1492035,49.63,34.45
126.0,0.146321,50.0,34.33
127.0,0.14439925,50.78,34.29
128.0,0.14504,51.03,34.23
129.0,0.63834625,62.53,34.34
130.0,2.1459650000000003,55.72,34.47
130.0,0.88851175,51.88,34.55
130.0,0.4753325,51.5,34.5
130.0,0.4531624999999999,52.13,34.47
130.0,0.41728975,52.23,34.55
130.0,0.4057595,53.2,34.57
129.0,0.3993535,53.35,34.59
129.0,0.3288885,53.3,34.31
129.0,0.29974175,57.1,34.16
128.0,0.2811652499999999,49.93,34.21
128.0,0.2753997499999999,50.33,34.21
127.0,0.27347825,50.42,34.18
127.0,0.2827665,50.95,34.18
126.0,0.282126,50.32,34.25
126.0,0.2603459999999999,49.78,34.34
126.0,0.26066625,50.15,34.18
126.0,0.26450925,50.5,34.03
127.0,0.2475339999999999,54.6,33.61
127.0,0.261627,48.98,33.73
128.0,0.26547025,51.25,33.53
128.0,0.2757199999999999,54.73,33.27
128.0,0.2619472499999999,83.07,32.68
128.0,0.16906175,51.2,33.43
128.0,0.1700225,51.4,33.65
129.0,0.172265,48.95,33.77
130.0,0.17418675,49.27,33.89
131.0,0.1812332499999999,51.33,33.97
131.0,0.18315475,52.23,34.03
131.0,0.1847559999999999,51.17,34.07
130.0,0.18635775,52.17,34.13
128.0,0.17290575,73.2,34.11
126.0,0.20621575,51.52,34.09
123.0,0.22030875,51.98,33.95
120.0,0.2292769999999999,52.0,33.84
119.0,0.2324802499999999,51.13,33.83
120.0,0.37634575,54.47,34.0
121.0,0.39428175,55.58,34.25
121.0,0.26066625,59.82,34.33
121.0,0.25618175,62.88,34.5
122.0,0.275453,79.02,32.27
111.0,0.156304,72.87,30.05
111.0,0.2466265,77.32,32.39
108.0,0.302358,99.98,32.75
111.0,7.78096025,78.8,32.77
124.0,0.29435025,73.77,34.15
121.0,0.3513625,72.6,33.61
121.0,0.211394,72.53,33.25
122.0,0.2360572499999999,68.82,33.39
124.0,0.37890775,66.68,32.77
125.0,0.39107925,68.0,32.43
128.0,0.349761,69.62,32.37
131.0,0.36225275,68.02,32.05
134.0,0.37058025,67.7,31.89
132.0,0.2527122499999999,70.17,31.89
125.0,0.2530325,68.83,31.89
117.0,0.3785874999999999,69.23,31.47
106.0,0.35963725,70.43,31.83
106.0,0.45316275,70.67,32.18
107.0,0.5489310000000001,64.3,32.79
126.0,0.41825075,88.13,32.61
140.0,0.19698075,59.72,33.59
136.0,0.2527122499999999,62.05,33.33
131.0,0.27225,59.17,33.31
123.0,0.316451,57.22,33.15
122.0,0.3324654999999999,59.7,33.11
120.0,0.3769862499999999,58.67,33.0
111.0,4.54731325,57.12,31.87
111.0,4.546993,59.57,32.21
110.0,4.546993,56.9,32.55
110.0,4.54667275,56.8,32.95
108.0,4.54603225,58.87,33.39
106.0,4.545712,57.73,33.73
103.0,4.545712,58.08,34.03
102.0,4.545712,57.85,34.34
102.0,4.545712,59.33,34.49
103.0,4.545712,58.22,34.63
103.0,4.54603225,58.98,34.66
102.0,4.545712,58.3,34.77
101.0,4.545712,58.8,34.81
101.0,4.545712,58.2,34.87
101.0,4.545712,57.48,34.89
101.0,4.545712,58.57,34.91
101.0,4.545712,52.32,34.83
101.0,4.545712,53.18,34.93
101.0,4.545712,52.25,34.99
101.0,0.43426575,50.93,34.91
100.0,0.4470774999999999,51.75,34.91
100.0,0.4297812499999999,52.08,34.87
100.0,0.48967625,51.58,34.49
100.0,0.5201045,50.8,34.47
100.0,0.5406027499999999,51.97,34.55
101.0,0.5514932499999999,52.05,34.73
102.0,0.5652659999999999,52.2,34.84
103.0,0.5812805,51.93,34.89
104.0,0.5934520000000001,52.15,34.89
104.0,0.604662,52.07,34.87
105.0,0.52939275,57.17,34.89
105.0,0.5044095,52.2,34.65
106.0,0.50024625,49.95,34.53
107.0,0.4464365,51.25,33.77
108.0,0.4582874999999999,53.28,33.68
108.0,0.438429,61.52,34.15
108.0,0.502488,52.75,34.27
109.0,0.52944625,63.27,34.43
108.0,0.526564,50.75,34.25
107.0,0.52304025,52.45,34.31
106.0,0.5259235,51.2,34.37
106.0,0.53072725,52.42,34.43
107.0,0.4836445,52.15,34.47
107.0,0.48748775,51.77,34.43
108.0,0.4954949999999999,51.77,34.43
109.0,0.4958152499999999,52.03,34.37
109.0,0.4990185,53.13,34.37
109.0,0.5015805,52.75,34.33
109.0,0.50126025,51.35,34.33
110.0,0.49933875,51.37,34.23
111.0,0.49741725,51.88,34.16
112.0,0.5002995,50.2,34.07
112.0,0.51535325,51.78,34.23
110.0,0.4733945,51.72,34.59
110.0,0.4753167499999999,52.03,34.75
110.0,0.4778789999999999,52.03,34.81
110.0,0.4798004999999999,51.87,34.79
111.0,0.4836445,52.85,34.95
112.0,0.48524575,52.45,34.91
113.0,0.4862065,53.02,34.84
115.0,0.4871672499999999,52.93,34.93
118.0,0.48973025,52.73,34.97
119.0,0.3769862499999999,52.1,34.66
118.0,0.373463,50.47,34.39
116.0,0.35520625,54.48,34.29
118.0,0.4759574999999999,49.22,34.15
120.0,0.4532164999999999,51.38,34.07
122.0,0.4612237499999999,50.97,33.89
120.0,0.335615,54.32,33.83
117.0,0.30999125,55.98,33.75
115.0,0.2545805,73.32,33.95
115.0,0.2340814999999999,61.08,33.53
121.0,0.25361975,59.88,33.39
135.0,0.26066625,60.57,33.16
157.0,0.22223075,62.28,33.59
181.0,0.2350422499999999,61.08,33.89
203.0,0.2417685,62.45,34.15
226.0,0.1652182499999999,60.6,34.81
228.0,0.2385659999999999,60.27,34.66
118.0,0.4106174999999999,73.17,34.15
108.0,0.2007709999999999,68.2,33.0
111.0,0.2385659999999999,63.77,31.69
114.0,0.250096,62.13,32.53
112.0,0.24272925,64.72,32.61
104.0,0.2417685,62.98,32.47
96.0,0.2315194999999999,62.88,32.99
137.0,1.18303225,77.13,34.71
137.0,1.262371,82.93,34.59
125.0,1.8011165,64.53,34.65
136.0,0.25619725,77.55,33.93
160.0,0.2305724999999999,74.08,34.91
121.0,0.216799,80.83,34.47
118.0,0.1930955,73.87,34.57
117.0,0.3347274999999999,69.37,34.68
114.0,0.2267287499999999,67.05,34.87
111.0,0.2260882499999999,68.95,34.83
108.0,0.2065489999999999,69.52,34.83
106.0,0.2100725,66.85,34.73
103.0,0.215838,67.32,34.81
101.0,0.2328144999999999,65.97,34.75
100.0,0.2078299999999999,67.88,34.68
100.0,0.1774002499999999,64.62,34.61
101.0,0.19277525,64.43,34.34
103.0,0.18925175,77.67,34.27
102.0,2.0987975,84.0,32.47
154.0,0.247549,74.62,31.95
149.0,0.24722875,82.3,32.11
147.0,0.19501725,106.77,32.27
145.0,0.192455,78.45,32.31
133.0,0.2344159999999999,81.52,31.31
127.0,0.1264704999999999,71.37,30.93
130.0,0.3798915,63.03,30.47
128.0,0.3920637499999999,65.02,30.83
128.0,0.21199425,77.83,31.35
141.0,0.3052054999999999,66.87,31.19
150.0,0.4923222499999999,64.18,30.73
154.0,0.4904,64.15,30.87
160.0,0.11050825,87.37,30.55
164.0,0.17585225,67.83,30.71
173.0,0.18482125,68.27,30.95
181.0,0.27322725,62.4,31.45
182.0,0.279954,67.58,31.87
183.0,0.29148525,61.73,31.99
184.0,0.2927665,59.65,32.39
181.0,0.315188,63.1,33.66
179.0,0.2850789999999999,59.4,33.5
177.0,0.301095,60.37,33.43
157.0,0.33568875,60.35,33.77
138.0,0.3302434999999999,59.25,33.71
136.0,0.28347725,59.68,33.75
144.0,0.3171104999999999,61.27,33.63
150.0,0.34818075,57.63,33.63
158.0,0.33889175,58.32,33.63
176.0,1.006761,71.32,32.43
163.0,1.30635325,67.38,34.07
160.0,1.228837,67.68,33.61
157.0,1.2915195,58.12,34.05
155.0,1.25436325,57.72,34.47
153.0,1.257246,57.3,34.68
151.0,1.32323075,56.9,34.71
149.0,1.381848,57.2,34.73
147.0,1.39786375,57.93,34.89
146.0,1.4049105,57.45,34.87
144.0,1.4077935,58.03,34.89
143.0,1.40459025,58.18,34.91
141.0,1.403309,57.25,34.83
140.0,1.39562175,57.37,34.84
139.0,1.393059,56.88,34.79
139.0,1.393059,57.6,34.68
139.0,0.13287675,56.27,34.53
138.0,0.4952045,56.98,34.41
137.0,0.4404309999999999,66.35,34.29
136.0,0.42313425,51.88,34.47
135.0,0.41672825,51.87,34.25
135.0,0.4183295,52.07,34.25
134.0,0.4221735,52.23,34.29
134.0,0.4272985,52.42,34.37
134.0,0.426017,52.38,34.45
134.0,0.42697825,53.15,34.49
133.0,0.4234545,51.92,34.5
131.0,0.3981497499999999,49.13,34.5
131.0,0.38982125,50.78,34.49
130.0,0.38789975,51.1,34.43
130.0,0.3523449999999999,56.8,33.93
129.0,0.36932125,48.7,33.55
129.0,0.358751,49.63,34.09
129.0,0.404876,61.27,33.65
129.0,0.44043075,56.97,34.03
129.0,0.4542045,56.55,34.16
130.0,0.46349375,54.98,34.29
130.0,0.4948842499999999,55.37,34.41
130.0,0.4785485,53.0,34.45
131.0,0.48271225,60.17,34.49
132.0,0.26746175,63.18,34.77
132.0,0.2796335,57.78,34.61
132.0,0.28860225,49.77,34.59
132.0,0.3353684999999999,49.77,34.57
133.0,0.3552275,46.52,34.34
133.0,0.32255575,50.35,34.63
133.0,0.2978915,52.92,34.07
131.0,0.3645165,52.68,34.18
131.0,0.3888605,50.38,34.29
130.0,0.406157,51.45,34.43
130.0,0.42185325,52.18,34.55
130.0,0.4397902499999999,53.05,34.63
131.0,0.4506807499999999,53.7,34.75
130.0,0.4775875,53.5,34.81
129.0,0.56599375,54.77,34.84
128.0,0.5367919999999999,54.12,34.87
127.0,0.4458229999999999,53.02,34.95
128.0,0.29207275,50.4,34.83
128.0,0.2952755,51.53,35.21
129.0,0.317057,51.9,35.13
129.0,0.257799,50.35,35.07
130.0,0.19597825,54.22,34.91
130.0,0.3773295,53.08,34.66
131.0,0.396548,53.62,34.66
131.0,0.25619725,56.52,34.77
132.0,0.3173775,53.25,34.79
134.0,0.29463475,54.22,34.83
134.0,0.29687725,54.68,34.91
134.0,0.3029629999999999,55.25,34.93
131.0,0.30680725,55.45,34.95
128.0,0.3112912499999999,55.68,35.0
127.0,0.325385,56.07,34.99
129.0,0.321221,55.73,34.99
130.0,0.2853462499999999,54.55,35.16
130.0,0.2020644999999999,56.52,34.91
130.0,0.2017442499999999,59.32,34.91
131.0,0.1844469999999999,59.02,34.65
132.0,0.1975799999999999,58.08,34.84
133.0,0.19597825,58.25,34.91
135.0,0.2347364999999999,60.05,34.87
136.0,0.2581192499999999,59.63,34.97
137.0,0.1418455,60.93,34.05
137.0,0.13031425,67.12,33.91
138.0,0.1152595,63.35,33.89
138.0,0.1082122499999999,63.3,33.75
138.0,0.24760225,59.73,33.49
137.0,0.170407,64.28,33.18
134.0,0.1803367499999999,60.88,33.18
165.0,1.21752725,81.87,32.41
121.0,6.969927500000001,117.32,30.01
111.0,0.61622975,65.9,33.95
122.0,0.3936119999999999,71.5,33.73
117.0,0.4163537499999999,72.45,33.66
113.0,0.5028385,64.53,33.83
115.0,0.50540125,67.97,33.97
119.0,0.5361512500000001,65.37,33.99
125.0,0.498034,64.75,33.65
132.0,0.499956,62.87,33.49
146.0,0.57234675,62.4,32.77
157.0,0.55254075,76.08,33.55
122.0,1.0092545,76.08,31.01
123.0,2.349173,59.67,31.27
124.0,2.350454,72.93,31.81
125.0,0.42916675,54.23,32.41
126.0,0.33083025,82.32,32.34
127.0,1.17022,69.72,32.71
124.0,0.47304975,53.53,33.47
124.0,0.467284,53.9,34.27
124.0,0.4810572499999999,51.48,34.34
124.0,0.457034,53.18,34.33
125.0,0.46344025,53.57,34.41
126.0,0.467284,53.73,34.53
127.0,0.469206,53.53,34.45
128.0,0.4557525,52.5,34.45
128.0,0.458956,56.13,34.37
126.0,0.52013575,51.47,34.71
127.0,0.560495,51.93,34.79
127.0,0.57811225,51.63,34.83
125.0,0.623597,54.4,34.77
124.0,0.3820805,50.52,35.09
124.0,0.3612599999999999,51.52,34.83
124.0,0.306807,49.4,34.16
125.0,0.1094934999999999,50.13,34.23
125.0,0.164908,50.52,34.11
125.0,0.1703534999999999,50.93,34.15
124.0,0.2267287499999999,51.25,33.79
123.0,0.14280625,51.45,34.15
123.0,0.1293535,50.58,34.13
123.0,0.2572117499999999,51.43,33.97
124.0,0.266501,51.0,33.71
126.0,0.37444625,50.4,33.23
126.0,0.410642,53.58,33.41
126.0,0.4221735,82.68,33.95
127.0,0.4871965,50.4,34.15
127.0,0.32986925,53.22,34.49
127.0,0.3545335,50.28,34.71
126.0,0.3241037499999999,49.1,34.47
126.0,0.3301895,50.3,34.49
126.0,0.30488475,50.3,34.33
126.0,0.329549,51.6,34.25
124.0,0.3724714999999999,51.37,34.43
123.0,0.4067444999999999,51.08,34.61
122.0,0.43877625,52.88,34.68
123.0,0.4711275,51.72,34.79
124.0,0.5018775,52.23,34.89
125.0,0.542237,51.85,34.91
126.0,0.57651075,51.27,34.97
127.0,0.6085425,51.93,35.03
128.0,0.633847,51.07,35.05
128.0,0.67933125,50.45,35.13
126.0,0.1822582499999999,51.82,35.0
125.0,0.1790555,50.32,35.09
125.0,0.1803367499999999,51.03,35.13
125.0,0.1822582499999999,52.48,35.09
125.0,0.1825787499999999,52.63,35.11
124.0,0.1809772499999999,52.22,35.15
122.0,0.1809772499999999,52.38,35.13
141.0,0.365157,52.38,34.61
140.0,0.3939855,52.27,34.43
135.0,0.3081415,66.25,34.13
129.0,0.3215949999999999,57.05,34.49
125.0,0.31999275,60.32,34.68
179.0,8.013773,78.4,31.63
143.0,0.1594489999999999,75.67,31.33
147.0,0.160089,75.92,32.21
142.0,0.1927475,75.28,32.97
141.0,0.19466875,77.4,32.55
137.0,0.181541,74.72,32.73
133.0,0.1866642499999999,75.33,32.84
130.0,0.1927475,75.97,32.99
129.0,0.19306775,76.2,32.93
117.0,0.72034825,82.08,33.71
92.0,6.863626249999999,86.82,33.97
92.0,1.85350725,74.55,35.84
102.0,1.2158325,74.6,35.84
99.0,0.2525675,75.5,35.16
94.0,0.177059,105.88,32.37
89.0,0.1706552499999999,70.2,33.59
93.0,0.19178675,74.0,32.84
97.0,0.20011125,72.4,32.79
99.0,0.2093964999999999,72.08,32.66
99.0,0.2055544999999999,74.33,32.45
96.0,0.206195,72.63,31.83
92.0,0.20715575,73.48,31.49
87.0,0.2119584999999998,76.38,31.31
85.0,0.199151,74.3,30.87
87.0,0.2132389999999999,75.08,30.75
88.0,0.2196425,75.35,30.77
89.0,0.2539015,79.28,32.0
90.0,0.2196425,76.45,34.15
89.0,0.2132389999999999,78.15,34.15
86.0,0.2055544999999999,76.53,33.15
81.0,0.2052344999999999,74.57,33.63
79.0,0.19626925,69.42,33.49
81.0,0.217081,73.37,33.73
89.0,0.2222039999999999,74.67,34.31
104.0,0.1988309999999999,90.85,33.55
115.0,0.2122787499999999,74.43,32.11
106.0,0.2071555,71.82,32.07
100.0,0.2068355,71.87,31.93
96.0,0.1821815,73.02,32.37
93.0,0.2045942499999999,75.88,32.31
92.0,0.18186125,72.97,32.23
87.0,0.1914664999999999,72.8,31.81
80.0,0.1866639999999999,74.07,31.91
76.0,0.4719432499999999,77.87,31.87
71.0,0.142106,72.15,32.93
68.0,0.177059,72.2,32.77
67.0,0.16841425,80.8,33.07
66.0,0.17449725,69.78,33.59
63.0,0.1793,68.37,33.83
59.0,0.181541,67.57,34.0
53.0,0.1850635,66.5,34.23
55.0,0.8375335,77.65,34.84
61.0,0.21446625,63.28,35.39
72.0,0.0803115,66.42,35.23
69.0,1.5759125,63.07,34.55
84.0,1.080717,60.3,34.87
91.0,0.68455725,58.93,34.89
86.0,0.4424332499999999,58.45,34.87
83.0,0.2320757499999999,58.38,34.89
78.0,0.1389042499999999,64.42,34.21
74.0,0.09632025,61.78,34.09
68.0,0.08223225,63.22,33.87
58.0,0.2052344999999999,60.87,33.39
47.0,0.2113179999999999,62.28,33.77
40.0,0.17321625,59.85,34.37
41.0,0.1863439999999999,60.7,34.63
51.0,0.1876244999999999,65.35,34.34
60.0,0.19178675,58.08,34.63
84.0,1.0092185,63.77,34.91
91.0,0.3172435,58.85,34.47
87.0,0.1523515,60.88,34.21
81.0,0.126417,57.97,34.16
71.0,0.096,60.2,34.34
64.0,0.0646222499999999,63.53,34.49
58.0,0.20747575,57.58,34.68
57.0,0.2058747499999999,59.92,34.81
61.0,0.2029934999999999,62.42,34.81
62.0,0.19434875,64.55,34.81
62.0,0.19114625,59.45,34.77
62.0,0.19178675,60.47,34.81
61.0,0.1879447499999999,57.53,34.77
61.0,0.189546,72.15,34.63
60.0,0.190186,60.52,34.47
61.0,0.1671335,55.42,34.41
62.0,0.175458,57.47,34.34
64.0,0.1873042499999999,63.6,34.75
67.0,0.2061949999999999,67.2,34.57
80.0,0.17513775,61.3,32.75
78.0,0.2036337499999999,64.93,33.03
76.0,0.26025175,62.92,34.5
78.0,0.11328975,62.13,34.77
78.0,0.0611007499999999,63.9,34.47
74.0,0.0562977499999999,62.27,34.37
78.0,0.2286075,69.22,34.39
81.0,0.2158005,64.57,34.89
80.0,0.24173475,63.25,35.13
73.0,0.2244452499999999,68.15,35.07
72.0,0.9288535,67.22,35.34
76.0,0.17476425,64.88,35.63
79.0,0.0998422499999999,63.12,35.5
84.0,0.1068859999999999,59.4,35.43
82.0,0.1046449999999999,58.67,35.45
77.0,0.09920175,59.37,35.49
75.0,0.09536,59.78,35.49
74.0,0.084794,60.78,35.5
74.0,0.0803115,61.62,35.55
74.0,1.1204195,82.87,35.43
76.0,0.34830075,63.42,35.5
82.0,0.14754875,63.75,35.43
92.0,0.07422775,62.6,34.93
92.0,0.069105,63.75,34.63
89.0,0.0681447499999999,63.68,34.63
86.0,0.0819125,63.7,34.97
82.0,0.06430225,66.65,35.05
76.0,0.088636,81.42,32.49
78.0,0.0492539999999999,73.93,31.93
116.0,0.201072,70.67,31.03
108.0,0.19979125,72.43,30.81
104.0,0.201072,72.77,30.63
103.0,0.2039539999999999,72.92,30.75
102.0,0.20203275,74.22,30.83
98.0,0.1940285,82.45,30.87
110.0,0.112696,82.08,30.07
111.0,0.138629,71.43,30.45
107.0,0.0854827499999999,75.2,29.85
107.0,0.20618275,72.87,29.79
126.0,0.089645,127.87,30.79
113.0,0.132226,90.45,31.37
113.0,0.1094944999999999,76.7,32.18
106.0,0.1200597499999999,71.48,34.09
110.0,0.16968425,71.0,34.63
111.0,0.221817,69.05,34.97
97.0,0.093113,67.02,31.89
103.0,0.167123,66.15,31.53
108.0,0.14951475,69.2,31.51
108.0,0.1392689999999999,67.48,31.35
111.0,0.150795,69.47,30.75
112.0,0.1559174999999999,69.62,30.69
113.0,0.1562377499999999,69.07,30.49
113.0,0.14119025,68.67,31.03
112.0,0.13702825,69.2,31.37
111.0,0.323681,68.87,31.71
110.0,0.1722457499999999,70.42,33.25
111.0,0.171605,68.85,33.47
111.0,0.1696845,69.37,33.16
111.0,0.16872375,69.73,32.93
112.0,0.170645,69.08,32.84
111.0,0.26605275,63.33,32.77
108.0,0.19465675,61.62,33.31
106.0,0.1732062499999999,61.62,33.29
106.0,0.1636015,62.55,33.16
106.0,0.157198,62.37,32.97
105.0,0.156238,62.75,32.87
105.0,0.1549569999999999,62.17,33.03
104.0,0.352762,65.05,33.91
103.0,0.1148835,63.7,34.0
102.0,0.05885575,67.62,33.75
102.0,0.21002425,69.93,33.87
103.0,0.2010599999999999,64.1,33.47
103.0,0.19625725,64.48,33.05
102.0,0.190815,66.52,32.65
106.0,0.1936965,63.38,32.57
109.0,0.2055425,62.72,33.15
109.0,0.1725657499999999,60.45,33.73
107.0,1.34340375,65.97,33.99
106.0,2.310665,63.57,34.29
106.0,1.86332075,63.75,34.39
106.0,2.74460025,60.63,34.29
107.0,2.51130425,61.68,33.87
108.0,2.8460905,60.82,34.37
108.0,2.129373,67.85,34.55
109.0,0.969877,60.75,34.33
109.0,0.93392025,61.08,34.27
108.0,1.305724,59.43,33.73
108.0,0.95889275,60.65,33.83
107.0,0.52379625,57.62,33.68
108.0,0.3569239999999999,54.72,33.59
108.0,0.2631175,56.87,33.97
109.0,0.2128522499999999,58.35,34.31
109.0,0.1766745,57.3,34.37
109.0,0.297748,65.2,34.27
108.0,0.30191,57.58,34.18
108.0,0.30062975,56.65,34.25
101.0,0.263171,61.83,33.75
100.0,0.2221905,57.42,34.03
101.0,0.2311549999999999,57.02,34.29
101.0,0.2148267499999999,57.8,34.55
100.0,0.1216607499999999,72.72,34.77
100.0,0.1491945,62.18,34.87
101.0,0.6950125,66.98,34.99
103.0,0.1036779999999999,65.92,35.18
103.0,0.05597425,62.3,35.25
102.0,0.1888939999999999,61.05,35.05
102.0,0.178329,62.98,34.97
103.0,0.16872375,59.72,35.09
104.0,0.171285,57.2,35.25
103.0,0.183131,59.65,35.34
103.0,0.1924159999999999,58.43,35.34
103.0,0.194977,59.27,35.37
102.0,0.3434772499999999,64.67,35.34
102.0,0.2772045,67.78,35.29
102.0,0.12480875,66.52,35.49
103.0,0.09823575,64.53,35.57
102.0,0.0918325,61.62,35.55
101.0,0.096955,61.05,35.66
100.0,0.0982355,60.93,35.73
100.0,0.10015625,60.73,35.73
97.0,1.3086055,62.55,35.65
95.0,0.3684499999999999,62.13,35.59
94.0,0.1878797499999999,61.38,35.55
94.0,0.1593857499999999,58.48,35.18
96.0,0.1424172499999999,62.23,35.18
97.0,0.13121175,61.58,35.05
97.0,0.12769,57.45,35.0
97.0,0.131532,59.17,35.07
96.0,0.133453,59.57,35.09
96.0,0.66146425,57.12,35.39
97.0,0.29865525,61.02,35.31
99.0,0.233343,59.8,35.33
100.0,0.3335525,60.78,35.34
100.0,0.4977942499999999,60.53,35.18
99.0,0.28712925,59.1,35.23
99.0,0.2311015,59.7,35.29
99.0,0.2099709999999999,58.88,35.21
99.0,0.19524375,59.33,35.18
99.0,0.179556,57.03,35.09
98.0,0.177635,60.12,35.09
98.0,0.1763545,57.92,35.07
99.0,0.08895075,56.25,34.97
99.0,0.09279275,56.78,34.95
98.0,1.09752175,70.52,35.09
97.0,0.74118425,55.4,35.0
97.0,0.40911025,64.97,34.79
97.0,0.272722,55.47,34.68
97.0,0.1907614999999999,57.65,34.87
96.0,0.16931075,58.43,34.89
96.0,0.1590657499999999,58.38,34.89
96.0,0.1577847499999999,57.67,34.95
96.0,0.1443384999999999,59.77,34.95
96.0,0.15106175,58.1,34.91
97.0,0.14657925,57.58,34.47
98.0,0.14433825,57.38,33.71
98.0,0.14465875,56.5,33.0
98.0,0.14433825,56.75,32.55
98.0,0.16739,73.75,32.07
97.0,0.2016467499999999,56.37,33.31
96.0,0.1667497499999999,67.7,33.39
95.0,0.1683502499999999,57.65,33.27
95.0,0.1590657499999999,62.57,32.81
96.0,0.152022,57.15,32.43
96.0,0.1360144999999999,59.48,32.07
95.0,0.1312117499999999,61.0,32.05
89.0,0.2081035,75.47,31.15
87.0,8.039346,84.1,30.45
89.0,1.0387115,86.88,29.65
96.0,0.28942375,78.17,30.61
112.0,0.16360175,74.07,30.53
112.0,0.124862,83.15,30.11
112.0,0.105012,72.87,30.15
142.0,0.1459927499999999,116.88,31.09
152.0,0.0934862499999999,80.22,29.77
158.0,0.1174985,80.62,32.53
118.0,0.26285075,96.92,30.81
104.0,0.16616275,78.47,29.81
103.0,0.1735264999999999,69.5,29.97
95.0,0.23339625,79.23,29.55
109.0,0.170965,62.35,30.71
97.0,0.4273592499999999,93.62,34.03
111.0,0.14722,123.87,33.39
117.0,0.55478275,75.78,33.47
130.0,0.092846,73.78,32.23
131.0,0.1040519999999999,82.55,31.81
107.0,0.05917575,68.85,28.53
116.0,0.0915655,68.12,28.57
120.0,0.13606775,68.12,29.47
120.0,0.138949,67.55,29.85
119.0,0.1309452499999999,66.85,30.19
110.0,0.1463127499999999,64.87,31.87
106.0,0.1491945,64.88,32.27
104.0,0.335207,65.62,32.83
104.0,0.3044715,66.45,33.34
104.0,0.5058514999999999,65.98,33.68
104.0,0.37133125,66.22,33.89
103.0,0.447529,65.68,34.05
102.0,0.18211725,63.95,34.11
105.0,0.1376685,66.87,33.87
109.0,0.1888939999999999,62.15,33.87
113.0,0.178329,61.3,34.0
113.0,0.17704825,62.98,34.23
107.0,0.1728859999999999,67.13,34.41
107.0,0.17800875,62.55,34.66
108.0,0.79778325,65.88,34.95
105.0,0.2186155,63.62,34.99
102.0,0.0678205,61.37,35.09
104.0,0.2138662499999999,63.18,34.68
108.0,0.2212299999999999,63.77,35.05
107.0,0.2145064999999998,63.37,35.0
103.0,0.22155025,64.92,35.25
100.0,0.22443125,64.33,35.37
100.0,0.247163,64.92,35.43
101.0,0.56534775,66.62,35.49
102.0,0.9944305,67.07,35.5
102.0,1.429946,66.12,35.53
100.0,1.252898,65.47,35.23
100.0,0.2455084999999999,63.62,35.25
103.0,0.09631475,62.15,35.21
103.0,0.0959945,63.68,35.34
103.0,0.0940735,64.48,35.29
104.0,0.0947135,64.17,35.31
105.0,0.09439375,63.05,35.29
106.0,0.09535425,64.15,35.33
106.0,0.09855575,64.85,35.47
106.0,0.1023975,65.42,35.49
105.0,0.10399825,64.1,35.55
104.0,0.1046385,64.15,35.63
104.0,0.10816025,65.15,35.73
104.0,0.3863785,61.38,35.34
